review_id,domain,opportunity_id,opportunity_title,grant_description,raw_arxiv_id,raw_paper_title,arxiv_abstract,raw_similarity,raw_lag_days,lang_arxiv_id,lang_paper_title,lang_similarity,lang_lag_days,tw36_arxiv_id,tw36_paper_title,tw36_similarity,tw36_lag_days,dup_arxiv_id,dup_paper_title,dup_similarity,dup_lag_days,keep_for_eval_bool,overall_label,error_type,review_notes
BIOMED_11,biomed,284301,"Coral Reef Assessment at Ritidan Unit, Guam NWR","1. Characterize benthic structure and coral assemblages within the Refugeâ¿¿s boundaries. 2. Provide an inventory of all coral species found in the fore reef (lower spur and groove and upper terrace) and reef flats (i.e., back reef & reef crest) to include presence/absence of ESA listed corals. 3. Determine the presence/absence of coral disease, coral bleaching, or predation upon corals. 4. Produce a final product report that includes photos of coral species and assemblage, benthic GIS maps showing benthic structure and coral species locations, and provide measures of coral diversity, and abundance. A comparison of data collected from the transects surveyed in the previous study will be made.",2412.08228,Hierarchical Classification for Automated Image Annotation of Coral Reef Benthic Structures,"Automated benthic image annotation is crucial to efficiently monitor and protect coral reefs against climate change. Current machine learning approaches fail to capture the hierarchical nature of benthic organisms covering reef substrata, i.e., coral taxonomic levels and health condition. To address this limitation, we propose to annotate benthic images using hierarchical classification. Experiments on a custom dataset from a Northeast Brazilian coral reef show that our approach outperforms flat classifiers, improving both F1 and hierarchical F1 scores by approximately 2\% across varying amounts of training data. In addition, this hierarchical method aligns more closely with ecological objectives.",0.448665,-3115,2412.08228,Hierarchical Classification for Automated Image Annotation of Coral Reef Benthic Structures,0.448675,-3115,1506.03344,Predicting catastrophic shifts,0.13748,357,2412.08228,Hierarchical Classification for Automated Image Annotation of Coral Reef Benthic Structures,0.448665,-3115,True,partial relavance,scope_mismatch,"Coral reef site assessment and automated reef image annotation are in the same ecological workflow, but one is a field-monitoring need and the other is a computer-vision method paper. Related, not exact."
BIOMED_12,biomed,308248,Surveillance for Respiratory Syncytial Virus (RSV) and Other Viral Respiratory Infections Among Native Americans/Alaska Natives,"Respiratory syncytial virus (RSV) is the leading viral cause of lower respiratory tract infection including bronchiolitis and pneumonia in infants and children worldwide. The annual rate of RSV hospitalizations for children less than 2 years of age in the US is 5.2 per 1,000, but substantially higher among Native Americans. There are currently approximately 40 vaccines or antibody products in development designed to prevent RSV infections. With potential licensure of these products on the horizon, it will be important to establish baseline estimates of the burden of RSV infections in high-risk populations, like Native Americans, and to maintain surveillance post-licensure in order to evaluate impact. Native Americans are also at higher risk for severe respiratory infections associated with human metapneumovirus (HMPV) and other viruses, which will also be monitored through this system.",2103.12808,Use of mathematical modelling to assess respiratory syncytial virus epidemiology and interventions: A literature review,"Respiratory syncytial virus (RSV) is a leading cause of acute lower respiratory tract infection worldwide, resulting in approximately sixty thousand annual hospitalizations of <5-year-olds in the United States alone and three million annual hospitalizations globally. The development of over 40 vaccines and immunoprophylactic interventions targeting RSV has the potential to significantly reduce the disease burden from RSV infection in the near future. In the context of RSV, a highly contagious pathogen, dynamic transmission models (DTMs) are valuable tools in the evaluation and comparison of the effectiveness of different interventions. This review, the first of its kind for RSV DTMs, provides a valuable foundation for future modelling efforts and highlights important gaps in our understanding of RSV epidemics. Specifically, we have searched the literature using Web of Science, Scopus, Embase, and PubMed to identify all published manuscripts reporting the development of DTMs focused on the population transmission of RSV. We reviewed the resulting studies and summarized the structure, parameterization, and results of the models developed therein. We anticipate that future RSV DTMs, combined with cost-effectiveness evaluations, will play a significant role in shaping decision making in the development and implementation of intervention programs.",0.447757,-876,2103.12808,Use of mathematical modelling to assess respiratory syncytial virus epidemiology and interventions: A literature review,0.447758,-876,1708.02560,On the relative role of different age groups during epidemics associated with the respiratory syncytial virus,0.332691,447,2103.12808,Use of mathematical modelling to assess respiratory syncytial virus epidemiology and interventions: A literature review,0.447757,-876,True,partial relavance,scope_mismatch,"Both are on RSV surveillance/epidemiology. The grant emphasizes surveillance among Native American and Alaska Native populations, while the paper is a broader literature review using mathematical models and interventions."
BIOMED_13,biomed,316721,Advancing Novel Research Models to Study Idiopathic Pulmonary Fibrosis (U01 Clinical Trial Not Allowed),"To establish a set of complementary model systems that reproduce essential disease-defining features of human idiopathic pulmonary fibrosis (IPF). This collection of models will advance our understanding of the pathogenesis of IPF from its onset through disease progression and serve as a resource for the broader research community, including investigators developing and testing novel therapies to treat this fatal disease.",2203.11391,Survival Analysis for Idiopathic Pulmonary Fibrosis using CT Images and Incomplete Clinical Data,"Idiopathic Pulmonary Fibrosis (IPF) is an inexorably progressive fibrotic lung disease with a variable and unpredictable rate of progression. CT scans of the lungs inform clinical assessment of IPF patients and contain pertinent information related to disease progression. In this work, we propose a multi-modal method that uses neural networks and memory banks to predict the survival of IPF patients using clinical and imaging data. The majority of clinical IPF patient records have missing data (e.g. missing lung function tests). To this end, we propose a probabilistic model that captures the dependencies between the observed clinical variables and imputes missing ones. This principled approach to missing data imputation can be naturally combined with a deep survival analysis model. We show that the proposed framework yields significantly better survival analysis results than baselines in terms of concordance index and integrated Brier score. Our work also provides insights into novel image-based biomarkers that are linked to mortality.",0.436519,-1021,2203.11391,Survival Analysis for Idiopathic Pulmonary Fibrosis using CT Images and Incomplete Clinical Data,0.436523,-1021,1803.02749,Quantum-inspired Minimum Distance Classification in Biomedical Context,0.295817,454,2203.11391,Survival Analysis for Idiopathic Pulmonary Fibrosis using CT Images and Incomplete Clinical Data,0.436519,-1021,True,partial relavance,scope_mismatch,"Disease match is good: both focus on idiopathic pulmonary fibrosis. Still, the FOA is about developing novel research models, whereas the paper is a survival-prediction study from CT and clinical data."
BIOMED_14,biomed,332448,Mechanisms of HIV Resistance to Broadly Neutralizing Antibodies (bNAbs) (U01 Clinical Trial Not Allowed),To encourage multidisciplinary teams to characterize mechanisms that impact resistance to HIV broadly neutralizing antibodies (bNAbs) and develop strategies to prevent and overcome HIV resistance to bNAbs.,2008.02547,Predicting in vivo escape dynamics of HIV-1 from a broadly neutralizing antibody,"Broadly neutralizing antibodies are promising candidates for treatment and prevention of HIV-1 infections. Such antibodies can temporarily suppress viral load in infected individuals; however, the virus often rebounds by escape mutants that have evolved resistance. In this paper, we map an in vivo fitness landscape of HIV-1 interacting with broadly neutralizing antibodies, using data from a recent clinical trial. We identify two fitness factors, antibody dosage and viral load, that determine viral reproduction rates reproducibly across different hosts. The model successfully predicts the escape dynamics of HIV-1 in the course of an antibody treatment, including a characteristic frequency turnover between sensitive and resistant strains. This turnover is governed by a dosage-dependent fitness ranking, resulting from an evolutionary tradeoff between antibody resistance and its collateral cost in drug-free growth. Our analysis suggests resistance-cost tradeoff curves as a measure of antibody performance in the presence of resistance evolution.",0.432626,236,2008.02547,Predicting in vivo escape dynamics of HIV-1 from a broadly neutralizing antibody,0.432641,236,2008.02547,Predicting in vivo escape dynamics of HIV-1 from a broadly neutralizing antibody,0.432626,236,2008.02547,Predicting in vivo escape dynamics of HIV-1 from a broadly neutralizing antibody,0.432626,236,True,Strong Relavance,temporal_mismatch,"This is almost on the nose scientifically: HIV resistance/escape against broadly neutralizing antibodies. The only awkward part is timing, since the paper appears earlier than the grant."
BIOMED_15,biomed,306843,Long Term Monitoring of Selected Coral Reef Sites in Dry Tortugas,"The primary project goal is to evaluate long term status and trends of common and rare coral reef types and benthic communities in Dry Tortugas National Park. The objectives are to collect benthic data which provides a quantitative assessment of stony coral species richness density, abundance, and spatial cover, benthic cover values for major taxonomic groups (e.g., stony corals, macroalgae, octocorals, sponges, and zoanthids) and an evaluation of stony coral and octocoral condition including the prevalence of disease and bleaching and causes of mortality. Targeted surveys also focus on the abundance of Diadema antillarum within the park. In addition, in situ water temperature data is collected at many sites to determine its influence on benthic community structure. Lastly, surveys to assess the effects of diving activities on coral communities within the Research Natural Area dive sites are performed.",2412.08228,Hierarchical Classification for Automated Image Annotation of Coral Reef Benthic Structures,"Automated benthic image annotation is crucial to efficiently monitor and protect coral reefs against climate change. Current machine learning approaches fail to capture the hierarchical nature of benthic organisms covering reef substrata, i.e., coral taxonomic levels and health condition. To address this limitation, we propose to annotate benthic images using hierarchical classification. Experiments on a custom dataset from a Northeast Brazilian coral reef show that our approach outperforms flat classifiers, improving both F1 and hierarchical F1 scores by approximately 2\% across varying amounts of training data. In addition, this hierarchical method aligns more closely with ecological objectives.",0.432302,-2350,2412.08228,Hierarchical Classification for Automated Image Annotation of Coral Reef Benthic Structures,0.432309,-2350,1606.08363,Among-site variability in the stochastic dynamics of East African coral reefs,0.368565,739,2412.08228,Hierarchical Classification for Automated Image Annotation of Coral Reef Benthic Structures,0.432302,-2350,False,partial relavance,scope_mismatch,"Again coral reefs line up, but the grant is long-term monitoring of selected sites and the paper is an automated annotation method. Useful connection, though not a tight objective match; also redundant with another reef-image pair."
BIOMED_16,biomed,323257,Methods and Measurement in Research with Sexual and Gender Minority (SGM) Populations (R21- Clinical Trials Not Allowed),The purpose of this initiative is to support projects to advance the measurement of constructs relevant to health research with sexual and gender minority (SGM) populations.,2405.02322,Towards Causal Interpretation of Sexual Orientation in Regression Analysis: Applications and Challenges,"This study presents an approach to analyze health disparities in Sexual and Gender Minority (SGM) populations, with a focus on the role of social support levels as an example to allow causal interpretations of regression models. We advocate for precisely defining the exposure variable and incorporating mediators into analyses, to address the limitations of comparing counterfactual outcomes solely between SGM and heterosexual populations. We define sexual orientation into domains (attraction, behavior, and identity), and emphasize a consideration of these elements either separately or together, depending on the research question. We also introduce social support measured before and after the disclosure of sexual orientation to facilitate inference. We illustrate this approach by examining the association between SGM status and depression diagnosis with data from the 2020 and 2021 National Health Interview Survey. We find a direct effect of SGM status on depression (OR: 3.07, 95% CI: 2.64 - 3.58) and no indirect effect through social support (OR: 1.07, 95% CI: 0.87-1.31). Our research emphasizes the necessity of the comprehensive measurement of sexual orientation and a focus on intervenable variables like social support in order to empower SGM communities and address SGM related health inequalities.",0.430027,-1582,2405.02322,Towards Causal Interpretation of Sexual Orientation in Regression Analysis: Applications and Challenges,0.430021,-1582,1703.09078,Existence of recombination-selection equilibria for sexual populations,0.117009,1004,2405.02322,Towards Causal Interpretation of Sexual Orientation in Regression Analysis: Applications and Challenges,0.430027,-1582,True,partial relavance,scope_mismatch,"Both concern sexual and gender minority research methods. The grant is broad on measurement in SGM populations, and the paper zooms into causal interpretation of sexual orientation in regression, so this is a method-within-theme match."
BIOMED_17,biomed,258689,Innovative Assays to Quantify the Latent HIV Reservoir (R01),"The purpose of this Funding Opportunity Announcement (FOA) is to support research on new or improved methods for quantifying latently infected cells in HIV-positive individuals on effective antiretroviral therapy. Quantifying latent HIV reservoirs is critical to evaluating strategies to cure HIV infection in vivo. The current gold-standard method involves a limiting dilution viral outgrowth assay that is slow, resource-intensive, and relatively imprecise. A molecular assay to accurately detect replication-competent provirus, or a viral outgrowth assay with improved efficiency, would facilitate proof-of-concept studies for curing HIV infection.",2302.00516,Quantifying the HIV reservoir with dilution assays and deep viral sequencing,"People living with HIV on antiretroviral therapy often have undetectable virus levels by standard assays, but ""latent"" HIV still persists in viral reservoirs. Eliminating these reservoirs is the goal of HIV cure research. The quantitative viral outgrowth assay (QVOA) is commonly used to estimate the reservoir size, i.e., the infectious units per million (IUPM) of HIV-persistent resting CD4+ T cells. A new variation of the QVOA, the Ultra Deep Sequencing Assay of the outgrowth virus (UDSA), was recently developed that further quantifies the number of viral lineages within a subset of infected wells. Performing the UDSA on a subset of wells provides additional information that can improve IUPM estimation. This paper considers statistical inference about the IUPM from combined dilution assay (QVOA) and deep viral sequencing (UDSA) data, even when some deep sequencing data are missing. Methods are proposed to accommodate assays with wells sequenced at multiple dilution levels and with imperfect sensitivity and specificity, and a novel bias-corrected estimator is included for small samples. The proposed methods are evaluated in a simulation study, applied to data from the University of North Carolina HIV Cure Center, and implemented in the open-source R package SLDeepAssay.",0.425558,-3141,2302.00516,Quantifying the HIV reservoir with dilution assays and deep viral sequencing,0.425626,-3141,1312.3670,The Effects of Latent Infection on the Dynamics of HIV,0.242377,197,2302.00516,Quantifying the HIV reservoir with dilution assays and deep viral sequencing,0.425558,-3141,True,Strong Relavance,none,"Excellent topic fit: the FOA asks for innovative assays for the latent HIV reservoir, and the paper is directly about quantifying that reservoir with dilution assays and deep sequencing. Old, but scientifically aligned."
BIOMED_18,biomed,237021,Innovative Assays to Quantify the Latent HIV Reservoir (R21),"The purpose of this Funding Opportunity Announcement (FOA) is to support research on new or improved methods for quantifying latently infected cells in HIV-positive individuals on effective antiretroviral therapy. Quantifying latent HIV reservoirs is critical to evaluating strategies to cure HIV infection in vivo. The current gold-standard method involves a limiting dilution viral outgrowth assay that is slow, resource-intensive, and relatively imprecise. A molecular assay to accurately detect replication-competent provirus, or a viral outgrowth assay with improved efficiency, would facilitate proof-of-concept studies for curing HIV infection.",2302.00516,Quantifying the HIV reservoir with dilution assays and deep viral sequencing,"People living with HIV on antiretroviral therapy often have undetectable virus levels by standard assays, but ""latent"" HIV still persists in viral reservoirs. Eliminating these reservoirs is the goal of HIV cure research. The quantitative viral outgrowth assay (QVOA) is commonly used to estimate the reservoir size, i.e., the infectious units per million (IUPM) of HIV-persistent resting CD4+ T cells. A new variation of the QVOA, the Ultra Deep Sequencing Assay of the outgrowth virus (UDSA), was recently developed that further quantifies the number of viral lineages within a subset of infected wells. Performing the UDSA on a subset of wells provides additional information that can improve IUPM estimation. This paper considers statistical inference about the IUPM from combined dilution assay (QVOA) and deep viral sequencing (UDSA) data, even when some deep sequencing data are missing. Methods are proposed to accommodate assays with wells sequenced at multiple dilution levels and with imperfect sensitivity and specificity, and a novel bias-corrected estimator is included for small samples. The proposed methods are evaluated in a simulation study, applied to data from the University of North Carolina HIV Cure Center, and implemented in the open-source R package SLDeepAssay.",0.424953,-3502,2302.00516,Quantifying the HIV reservoir with dilution assays and deep viral sequencing,0.425023,-3502,1010.1435,Estimation of constant and time-varying dynamic parameters of HIV infection in a nonlinear differential equation model,0.163492,998,2302.00516,Quantifying the HIV reservoir with dilution assays and deep viral sequencing,0.424953,-3502,False,Strong Relavance,duplicate_candidate,"Same story as the paired R01 item: very strong assay/reservoir alignment, but this row is effectively a near-duplicate via a parallel R21 opportunity and the same paper."
BIOMED_19,biomed,286518,IAEA Project Surge Expansion of Sterile Insect Technique (SIT) to Control Mosquito Populations,IAEA Project Surge Expansion of Sterile Insect Technique (SIT) to Control Mosquito Populations that Transmit the Zika Virus,1805.1015,On the use of the sterile insect technique or the incompatible insect technique to reduce or eliminate mosquito populations,"Vector control is critical to limit the circulation of vector-borne diseases like chikungunya, dengue or zika which have become important issues around the world. Among them the Sterile Insect Technique (SIT) and the Incompatible Insect Technique (IIT) recently aroused a renewed interest. In this paper we derive and study a minimalistic mathematical model designed for Aedes mosquito population elimination by SIT/IIT. Contrary to most of the previous models, it is bistable in general, allowing simultaneously for elimination of the population and for its survival. We consider dierent types of releases (constant, periodic or impulsive) and show necessary conditions to reach elimination in each case. We also estimate both sucient and minimal treatment times. Biological parameters are estimated from a case study of an Aedes polynesiensis population, for which extensive numerical investigations illustrate the analytical results. The applications of this work are twofold: to help identifying some key parameters that may need further eld investigations, and to help designing release protocols.",0.424373,-669,1805.10150,On the use of the sterile insect technique or the incompatible insect technique to reduce or eliminate mosquito populations,0.424371,-669,1604.04008,Prevention and control of Zika fever as a mosquito-borne and sexually transmitted disease,0.155979,102,1805.10150,On the use of the sterile insect technique or the incompatible insect technique to reduce or eliminate mosquito populations,0.424373,-669,True,Strong Relavance,none,"Very close match. Both are about sterile insect technique for suppressing mosquito populations, with the paper discussing SIT/IIT use cases and the grant pushing program expansion."
BIOMED_20,biomed,328538,Systematic Characterization of Genomic Variation on Genomic Function and Phenotype (UM1 Clinical Trial Not Allowed),"FOA seeks applications to experimentally correlate variants with effects on genomic function. This will be accomplished by performing systematic perturbation; collecting data on the effects of non-coding and protein-coding genomic variation on molecular, cellular, and organismal phenotypes; generating a catalog of these variant effects; and assisting in a group predictive modeling effort using the data. Centers funded through this initiative will become part of the Impact of Genomic Variation on Function Consortium. As members of this Consortium, mapping centers will be expected to work closely with one another and other Consortium components to accelerate understanding of how genomic variation impacts human health and disease through the coordination of data collection strategies and analyses.",2307.13708,The Impact of Genomic Variation on Function (IGVF) Consortium,"Our genomes influence nearly every aspect of human biology from molecular and cellular functions to phenotypes in health and disease. Human genetics studies have now associated hundreds of thousands of differences in our DNA sequence (""genomic variation"") with disease risk and other phenotypes, many of which could reveal novel mechanisms of human biology and uncover the basis of genetic predispositions to diseases, thereby guiding the development of new diagnostics and therapeutics. Yet, understanding how genomic variation alters genome function to influence phenotype has proven challenging. To unlock these insights, we need a systematic and comprehensive catalog of genome function and the molecular and cellular effects of genomic variants. Toward this goal, the Impact of Genomic Variation on Function (IGVF) Consortium will combine approaches in single-cell mapping, genomic perturbations, and predictive modeling to investigate the relationships among genomic variation, genome function, and phenotypes. Through systematic comparisons and benchmarking of experimental and computational methods, we aim to create maps across hundreds of cell types and states describing how coding variants alter protein activity, how noncoding variants change the regulation of gene expression, and how both coding and noncoding variants may connect through gene regulatory and protein interaction networks. These experimental data, computational predictions, and accompanying standards and pipelines will be integrated into an open resource that will catalyze community efforts to explore genome function and the impact of genetic variation on human biology and disease across populations.",0.423269,-1085,2307.13708,The Impact of Genomic Variation on Function (IGVF) Consortium,0.42326,-1085,1910.04067,A Note on Optimal Sampling Strategy for Structural Variant Detection Using Optical Mapping,0.164416,304,2307.13708,The Impact of Genomic Variation on Function (IGVF) Consortium,0.423269,-1085,True,Strong Relavance,none,"Strong genomics alignment here. The grant seeks systematic characterization of genomic variation and its functional/phenotypic impact, and the IGVF consortium paper is essentially that agenda in consortium form."
CS_01,cs,287284,Explainable Artificial Intelligence (XAI),"DARPA is soliciting innovative research proposals in the areas of machine learning and human-computer interaction. The goal of Explainable Artificial Intelligence (XAI) is to create a suite of new or modified machine learning techniques that produce explainable models that, when combined with effective explanation techniques, enable end users to understand, appropriately trust, and effectively manage the emerging generation of Artificial Intelligence (AI) systems. Proposed research should investigate innovative approaches that enable revolutionary advances in science, or systems. Specifically excluded is research that primarily results in evolutionary improvements to the existing state of practice.",1807.04178,Explainable Security,"The Defense Advanced Research Projects Agency (DARPA) recently launched the Explainable Artificial Intelligence (XAI) program that aims to create a suite of new AI techniques that enable end users to understand, appropriately trust, and effectively manage the emerging generation of AI systems. In this paper, inspired by DARPA's XAI program, we propose a new paradigm in security research: Explainable Security (XSec). We discuss the ``Six Ws'' of XSec (Who? What? Where? When? Why? and How?) and argue that XSec has unique and complex characteristics: XSec involves several different stakeholders (i.e., the system's developers, analysts, users and attackers) and is multi-faceted by nature (as it requires reasoning about system model, threat model and properties of security, privacy and trust as well as about concrete attacks, vulnerabilities and countermeasures). We define a roadmap for XSec that identifies several possible research directions.",0.470608,-700,1807.04178,Explainable Security,0.470606,-700,1409.1170,Hybrid Systems Knowledge Representation Using Modelling Environment System Techniques Artificial Intelligence,0.185615,707,1807.04178,Explainable Security,0.470608,-700,True,partial relavance,scope_mismatch,"Explainability is the bridge, but the paper specializes it to security rather than general XAI. Good conceptual overlap, just not the full program scope."
CS_02,cs,46271,Gravitational Physics,"Emphasizes the theory of strong gravitational fields and their application to astrophysics and cosmology, computer simulations of strong and gravitational fields, and gravitational radiation; and construction of a quantum theory of gravity. The program oversees the management of the construction, commissioning, and operation of the Laser Interferometer Gravity Wave Observatory (LIGO), and provides support for LIGO users and other experimental investigations in gravitational physics and related areas.",1904.05211,Applicability study of the PRIMAD model to LIGO gravitational wave search workflows,"The PRIMAD model with its six components (i.e., Platform, Research Objective, Implementation, Methods, Actors, and Data), provides an abstract taxonomy to represent computational experiments and enforce reproducibility by design. In this paper, we assess the model applicability to a set of Laser Interferometer Gravitational-Wave Observatory (LIGO) workflows from literature sources (i.e., published papers). Our work outlines potentials and limits of the model in terms of its abstraction levels and application process.",0.447143,-3669,1904.05211,Applicability study of the PRIMAD model to LIGO gravitational wave search workflows,0.447158,-3669,0901.3762,Enhancing the capabilities of LIGO time-frequency plane searches through clustering,0.252512,60,1904.05211,Applicability study of the PRIMAD model to LIGO gravitational wave search workflows,0.447143,-3669,True,Strong Relavance,none,"LIGO workflows sit comfortably inside gravitational physics, so the pair is substantially aligned. The paper is about workflow reproducibility/applicability rather than new gravity theory, which keeps it from being perfect."
CS_03,cs,93899,Gravitational Physics,"Emphasizes the theory of strong gravitational fields and their application to astrophysics and cosmology, computer simulations of strong and gravitational fields, and gravitational radiation; and construction of a quantum theory of gravity. The program oversees the management of the construction, commissioning, and operation of the Laser Interferometer Gravity Wave Observatory (LIGO), and provides support for LIGO users and other experimental investigations in gravitational physics and related areas.",1904.05211,Applicability study of the PRIMAD model to LIGO gravitational wave search workflows,"The PRIMAD model with its six components (i.e., Platform, Research Objective, Implementation, Methods, Actors, and Data), provides an abstract taxonomy to represent computational experiments and enforce reproducibility by design. In this paper, we assess the model applicability to a set of Laser Interferometer Gravitational-Wave Observatory (LIGO) workflows from literature sources (i.e., published papers). Our work outlines potentials and limits of the model in terms of its abstraction levels and application process.",0.447143,-2889,1904.05211,Applicability study of the PRIMAD model to LIGO gravitational wave search workflows,0.447158,-2889,0901.3762,Enhancing the capabilities of LIGO time-frequency plane searches through clustering,0.252512,840,1904.05211,Applicability study of the PRIMAD model to LIGO gravitational wave search workflows,0.447143,-2889,False,Strong Relavance,duplicate_candidate,"Same LIGO–gravitational-physics logic as the neighboring row. Reasonable match, but it looks redundant as another hit of the same paper under the same broad grant theme."
CS_04,cs,334291,Cooperative Agreement for CESU-affiliated Partner with Great Lakes Cooperative Ecosystem Studies Unit,"The USGS is offering a funding opportunity to a CESU partner for research in stream and reservoir water quality modeling, with a focus on temperature. Water temperature is a “master variable” for many important aquatic outcomes, including the suitability of habitat, evaporation rates, greenhouse gas exchange, and efficiency of thermoelectric energy production. Stream temperature is one of the most widely measured water characteristics by the USGS, though monitoring gaps in time and space requires modeling efforts to understand broad-scale temperature dynamics and supply decision-ready data to our stakeholders. Currently, stream and lake temperature are modeled separately, despite our knowledge that water flowing into a reservoir affects its temperature, and that reservoirs greatly impact the temperature of downstream river reaches. Further, in some places, water managers can affect downstream temperatures via reservoir releases, and understanding when to release, how much to release, and the expected water temperature changes from the release can support better decision making. The USGS and collaborators are developing process-guided machine learning models for streams and lakes that leverage the benefits of both process and machine learning models; the models are grounded in physical realism and perform well in data sparse and data rich conditions (e.g., Read et al., 2019). But key processes related to stream temperature remain unexplored or not accurately predicted or represented in the process-guided deep learning framework. These include but are not limited to: the impact of reservoir releases on downstream temperature, sub-daily prediction to accurately predict extremes, inclusion of different data types that may have lower accuracy (e.g., satellite estimated surface temperature), translation to finer resolution stream segments, prediction beneath reservoirs with varying amounts of data, and representation of certain processes that might be critical to evaluate long term change like groundwater contribution to stream temperature dynamics.",2202.05714,Modeling Reservoir Release Using Pseudo-Prospective Learning and Physical Simulations to Predict Water Temperature,"This paper proposes a new data-driven method for predicting water temperature in stream networks with reservoirs. The water flows released from reservoirs greatly affect the water temperature of downstream river segments. However, the information of released water flow is often not available for many reservoirs, which makes it difficult for data-driven models to capture the impact to downstream river segments. In this paper, we first build a state-aware graph model to represent the interactions amongst streams and reservoirs, and then propose a parallel learning structure to extract the reservoir release information and use it to improve the prediction. In particular, for reservoirs with no available release information, we mimic the water managers' release decision process through a pseudo-prospective learning method, which infers the release information from anticipated water temperature dynamics. For reservoirs with the release information, we leverage a physics-based model to simulate the water release temperature and transfer such information to guide the learning process for other reservoirs. The evaluation for the Delaware River Basin shows that the proposed method brings over 10\% accuracy improvement over existing data-driven models for stream temperature prediction when the release data is not available for any reservoirs. The performance is further improved after we incorporate the release data and physical simulations for a subset of reservoirs.",0.434844,-233,2202.05714,Modeling Reservoir Release Using Pseudo-Prospective Learning and Physical Simulations to Predict Water Temperature,0.434841,-233,1810.02880,Physics Guided Recurrent Neural Networks For Modeling Dynamical Systems: Application to Monitoring Water Temperature And Quality In Lakes,0.22873,992,2202.05714,Modeling Reservoir Release Using Pseudo-Prospective Learning and Physical Simulations to Predict Water Temperature,0.434844,-233,True,partial relavance,none,"The CESU grant is broad, but the paper on reservoir release and water temperature is exactly the kind of applied ecosystem/hydrologic modeling that such a cooperative agreement could support."
CS_05,cs,236600,Drug Docking and Screening Data Resource (U01),"The purpose of this Funding Opportunity Announcement (FOA) is to continue to increase the amount of publicly available, high-quality data describing structures and affinities of protein-drug ligand complexes -data vital for development, validation, and benchmarking of drug docking and screening software. Accurate and robust methods for in silico drug screening are expected to speed drug discovery and reduce drug development cost by focusing experimental efforts on the most promising candidate compounds. The ability to predict side effects resulting from off-target binding and to increase repurposing of existing pharmaceuticals is an additional expected benefit.",2111.09502,Docking-based Virtual Screening with Multi-Task Learning,"Machine learning shows great potential in virtual screening for drug discovery. Current efforts on accelerating docking-based virtual screening do not consider using existing data of other previously developed targets. To make use of the knowledge of the other targets and take advantage of the existing data, in this work, we apply multi-task learning to the problem of docking-based virtual screening. With two large docking datasets, the results of extensive experiments show that multi-task learning can achieve better performances on docking score prediction. By learning knowledge across multiple targets, the model trained by multi-task learning shows a better ability to adapt to a new target. Additional empirical study shows that other problems in drug discovery, such as the experimental drug-target affinity prediction, may also benefit from multi-task learning. Our results demonstrate that multi-task learning is a promising machine learning approach for docking-based virtual screening and accelerating the process of drug discovery.",0.416643,-3074,2111.09502,Docking-based Virtual Screening with Multi-Task Learning,0.416633,-3074,1210.0330,Structure and dynamics of molecular networks: A novel paradigm of drug discovery. A comprehensive review,0.219115,261,2111.09502,Docking-based Virtual Screening with Multi-Task Learning,0.416643,-3074,True,Strong Relavance,none,"Very solid fit around docking and screening. The FOA is about a drug docking/screening data resource, and the paper is a docking-based virtual screening method using multi-task learning."
